x	y	class	name	color
615.536	4.688		necros	16776960
664.6081871345029	5.631578947368421		necros	16776960
846.060606060606	9.91919191919192		necros	16776960
943.4923076923077	12.707692307692309		neopla	16711680
1055.106796116505	16.907766990291265		neopla	16711680
900.068493150685	18.253424657534246		necros	16776960
914.7747747747748	21.90990990990991		necros	16776960
865.8971428571429	25.70285714285714		necros	16776960
921.7083333333334	41.61574074074074		inflam	65280
935.5368421052632	50.09473684210526		neopla	16711680
679.2065217391304	56.65217391304348		necros	16776960
192.95628415300547	65.98907103825137		necros	16776960
935.685393258427	68.75280898876404		neopla	16711680
211.5391304347826	76.58260869565217		necros	16776960
340.5372549019608	80.38823529411765		neopla	16711680
842.2314049586777	81.64462809917356		inflam	65280
1046.7422680412371	82.5979381443299		necros	16776960
363.41525423728814	85.48305084745763		neopla	16711680
830.5714285714286	84.2967032967033		nolabe	0
1013.6461538461539	89.95384615384616		necros	16776960
878.5079365079365	93.19047619047619		nolabe	0
785.2745098039215	93.0		neopla	16711680
329.1869158878505	96.34579439252336		nolabe	0
830.032967032967	96.06593406593407		necros	16776960
315.80392156862746	99.97385620915033		nolabe	0
216.6042780748663	104.79679144385027		neopla	16711680
489.5	106.50200803212851		necros	16776960
338.97435897435895	104.61538461538461		neopla	16711680
135.96330275229357	106.8348623853211		nolabe	0
188.25757575757575	104.81818181818181		neopla	16711680
1071.0323886639676	109.58704453441295		necros	16776960
397.3805668016194	116.31983805668017		neopla	16711680
364.925	121.58333333333333		neopla	16711680
695.1875	122.140625		necros	16776960
205.12878787878788	127.38636363636364		neopla	16711680
773.3882978723404	132.68085106382978		necros	16776960
1067.4748603351954	133.13966480446928		neopla	16711680
193.07894736842104	142.57456140350877		necros	16776960
703.3333333333334	141.13333333333333		necros	16776960
132.51228070175438	149.32631578947368		neopla	16711680
93.46825396825398	145.71428571428572		neopla	16711680
475.7199017199017	148.1818181818182		neopla	16711680
234.36065573770492	144.50819672131146		neopla	16711680
1078.9538461538461	147.3923076923077		inflam	65280
550.1832061068702	149.87022900763358		nolabe	0
595.2604166666666	148.66666666666666		neopla	16711680
115.54032258064517	161.39112903225805		neopla	16711680
782.5438596491229	153.5438596491228		neopla	16711680
789.7126436781609	156.01149425287358		neopla	16711680
200.18021201413427	158.5123674911661		necros	16776960
91.27173913043478	163.04347826086956		neopla	16711680
1050.4757281553398	171.62135922330097		necros	16776960
942.2093023255813	177.2093023255814		inflam	65280
78.64462809917356	187.28374655647383		neopla	16711680
922.6465517241379	194.43103448275863		inflam	65280
1047.6533333333334	194.14222222222222		necros	16776960
934.9	209.16666666666666		necros	16776960
911.7644628099174	215.80165289256198		neopla	16711680
82.9009009009009	219.94594594594594		necros	16776960
88.44444444444444	237.22222222222223		nolabe	0
248.57286432160805	247.72361809045225		neopla	16711680
928.9285714285714	252.35714285714286		neopla	16711680
271.5409836065574	255.12568306010928		neopla	16711680
495.6666666666667	264.3253968253968		nolabe	0
349.7790476190476	269.9790476190476		neopla	16711680
502.1388888888889	280.77430555555554		nolabe	0
942.0540540540541	278.5		neopla	16711680
391.92021276595744	290.29255319148933		nolabe	0
359.2527173913044	285.4429347826087		connec	255
769.8529411764706	284.38235294117646		neopla	16711680
948.4123711340206	286.5979381443299		neopla	16711680
928.2741935483871	288.14516129032256		neopla	16711680
811.8878923766816	289.63677130044846		necros	16776960
882.5964912280701	295.7719298245614		neopla	16711680
515.5771812080537	299.5402684563758		neopla	16711680
362.5176470588235	305.8941176470588		necros	16776960
304.302752293578	309.3394495412844		inflam	65280
915.9024390243902	306.0243902439024		neopla	16711680
103.2625	306.925		neopla	16711680
926.0149253731344	311.8805970149254		neopla	16711680
543.058064516129	316.71290322580643		neopla	16711680
453.9673913043478	316.42391304347825		neopla	16711680
1083.679069767442	319.7953488372093		necros	16776960
894.1594202898551	316.07246376811594		neopla	16711680
127.29591836734694	320.18027210884355		neopla	16711680
479.1777777777778	319.6222222222222		neopla	16711680
525.304347826087	319.0158102766798		neopla	16711680
275.64830508474574	326.0974576271186		necros	16776960
72.22222222222223	323.90909090909093		neopla	16711680
934.1016949152543	327.2542372881356		neopla	16711680
313.3592677345538	328.5652173913044		necros	16776960
902.9132231404959	329.6900826446281		neopla	16711680
430.1475409836066	331.88524590163934		nolabe	0
539.1405228758169	341.578431372549		neopla	16711680
1085.3673469387754	336.48979591836735		nolabe	0
255.5531914893617	339.48936170212767		nolabe	0
477.39506172839504	342.6296296296296		neopla	16711680
981.2696629213483	344.3820224719101		neopla	16711680
110.81451612903226	355.5403225806452		neopla	16711680
498.5388349514563	357.70388349514565		neopla	16711680
1024.32	352.56		nolabe	0
253.44565217391303	358.70108695652175		neopla	16711680
563.3813229571984	360.3035019455253		connec	255
552.2474226804123	356.78350515463916		connec	255
1065.3947368421052	357.80263157894734		neopla	16711680
885.9431818181819	361.4886363636364		neopla	16711680
110.5	371.5		nolabe	0
991.1964285714286	377.10714285714283		neopla	16711680
260.88524590163934	377.4344262295082		neopla	16711680
511.2707182320442	383.1160220994475		neopla	16711680
49.62280701754386	384.7368421052632		neopla	16711680
1016.8881578947369	388.3355263157895		necros	16776960
1064.3781512605042	404.21008403361344		necros	16776960
1006.3055555555555	405.25		inflam	65280
995.25	408.9375		neopla	16711680
922.8230088495575	412.2566371681416		neopla	16711680
523.7625	411.825		nolabe	0
783.4060606060606	416.06666666666666		neopla	16711680
282.2842105263158	423.4842105263158		neopla	16711680
1004.6190476190476	433.16326530612247		neopla	16711680
75.27083333333333	433.4322916666667		neopla	16711680
961.4005376344086	437.0430107526882		necros	16776960
940.3413461538462	440.4375		neopla	16711680
634.0588235294117	438.05882352941177		necros	16776960
645.748	456.424		neopla	16711680
300.51149425287355	455.5287356321839		neopla	16711680
145.57522123893804	454.3185840707965		necros	16776960
1012.9	453.6666666666667		neopla	16711680
897.3225806451613	455.38709677419354		nolabe	0
50.0	459.5964912280702		neopla	16711680
1006.016	471.56		neopla	16711680
56.06	472.94		neopla	16711680
625.3958333333334	475.0625		nolabe	0
135.9270072992701	479.84671532846716		neopla	16711680
408.0	483.1296296296296		neopla	16711680
161.62857142857143	486.3591836734694		neopla	16711680
877.6341463414634	482.4146341463415		neopla	16711680
417.5660377358491	489.1132075471698		neopla	16711680
449.8358208955224	501.3880597014925		nolabe	0
547.0106382978723	499.7659574468085		neopla	16711680
1055.7015503875969	507.0658914728682		neopla	16711680
471.0	504.84615384615387		neopla	16711680
415.26	516.24		nolabe	0
1069.2	519.3913043478261		neopla	16711680
134.01408450704224	520.7112676056338		neopla	16711680
506.7524752475247	523.3663366336634		neopla	16711680
964.7538461538461	526.9076923076923		neopla	16711680
1077.5842696629213	525.1460674157304		nolabe	0
1063.876811594203	530.1884057971015		neopla	16711680
993.695652173913	534.7971014492754		neopla	16711680
806.2631578947369	542.1973684210526		nolabe	0
1034.8793103448277	540.7586206896551		neopla	16711680
955.875	543.9166666666666		neopla	16711680
1050.3793103448277	544.4827586206897		neopla	16711680
564.5990783410139	547.8986175115207		neopla	16711680
982.6829268292682	548.6341463414634		neopla	16711680
584.3061224489796	549.9795918367347		nolabe	0
433.0175438596491	556.7894736842105		neopla	16711680
954.1772151898734	557.7594936708861		neopla	16711680
224.37333333333333	562.6		nolabe	0
985.360655737705	560.4098360655738		neopla	16711680
574.825	564.0083333333333		neopla	16711680
30.16216216216216	567.1891891891892		nolabe	0
62.64039408866995	569.0541871921182		neopla	16711680
4.957055214723926	574.6993865030674		necros	16776960
752.2181818181818	572.0181818181818		neopla	16711680
406.75531914893617	573.4255319148937		neopla	16711680
589.1182266009852	575.551724137931		neopla	16711680
103.17948717948718	576.4786324786324		inflam	65280
487.94701986754967	579.1655629139073		neopla	16711680
27.566037735849058	588.7075471698113		neopla	16711680
720.4324324324324	588.3783783783783		nolabe	0
238.21621621621622	592.4633204633204		necros	16776960
985.9383886255924	593.7156398104265		neopla	16711680
1082.1878453038673	595.243093922652		neopla	16711680
1055.957597173145	602.0282685512368		neopla	16711680
62.87068965517241	599.9224137931035		inflam	65280
720.1333333333333	601.6333333333333		neopla	16711680
14.219101123595506	607.3483146067416		neopla	16711680
1079.7684210526315	608.2947368421053		neopla	16711680
50.50526315789474	611.521052631579		nolabe	0
67.30555555555556	609.2314814814815		necros	16776960
393.1645569620253	610.3417721518987		neopla	16711680
1019.4432989690722	609.7628865979382		necros	16776960
683.921052631579	614.5438596491229		necros	16776960
725.6318181818182	620.2181818181818		neopla	16711680
110.22340425531915	620.563829787234		necros	16776960
1032.3304347826088	621.008695652174		necros	16776960
29.753846153846155	624.0538461538462		necros	16776960
912.9124087591241	627.8540145985402		neopla	16711680
800.4574468085107	628.7659574468086		necros	16776960
984.3846153846154	636.7692307692307		neopla	16711680
1052.1895161290322	639.9153225806451		neopla	16711680
52.52597402597402	640.6103896103896		neopla	16711680
27.36046511627907	643.7209302325581		neopla	16711680
499.9375	644.4375		nolabe	0
975.9736842105264	648.0526315789474		neopla	16711680
451.05925925925925	648.3629629629629		neopla	16711680
212.41104294478527	653.079754601227		neopla	16711680
413.0	650.7575757575758		neopla	16711680
356.6587301587302	656.4126984126984		neopla	16711680
1072.9123505976095	658.5099601593625		inflam	65280
676.4766355140187	657.2429906542056		necros	16776960
811.3767123287671	662.7328767123288		neopla	16711680
187.41059602649005	658.2516556291391		neopla	16711680
119.09375	659.34375		neopla	16711680
16.120805369127517	665.738255033557		neopla	16711680
79.5	663.0333333333333		nolabe	0
208.88888888888889	663.8148148148148		neopla	16711680
845.0760869565217	666.6195652173913		neopla	16711680
484.3	670.3888888888889		neopla	16711680
972.9664429530201	678.7416107382551		neopla	16711680
334.1759259259259	674.7777777777778		neopla	16711680
710.5497630331754	677.8151658767772		inflam	65280
753.2290502793296	677.1564245810056		neopla	16711680
168.85416666666666	682.9895833333334		neopla	16711680
483.77142857142854	682.3428571428572		neopla	16711680
443.67293233082705	688.1654135338346		necros	16776960
597.8867924528302	693.0188679245283		necros	16776960
737.175	700.1166666666667		neopla	16711680
193.84974093264248	702.1243523316062		neopla	16711680
1076.3153153153153	701.6576576576576		inflam	65280
213.00409836065575	705.9959016393443		neopla	16711680
343.82307692307694	703.776923076923		neopla	16711680
777.4742268041238	703.0515463917526		neopla	16711680
922.3	705.1142857142858		necros	16776960
986.6299212598425	709.3543307086615		neopla	16711680
105.42105263157895	714.2271468144045		necros	16776960
162.14	716.08		neopla	16711680
79.34482758620689	721.744827586207		neopla	16711680
910.6619718309859	722.4929577464789		necros	16776960
645.0649350649351	724.3116883116883		necros	16776960
791.76	729.4533333333334		nolabe	0
112.85625	732.6875		necros	16776960
374.13592233009706	736.3689320388349		nolabe	0
690.3523809523809	749.7809523809524		necros	16776960
1004.5655172413793	755.2620689655172		necros	16776960
1050.8666666666666	759.8666666666667		nolabe	0
442.8944099378882	765.2608695652174		neopla	16711680
865.1459854014598	765.0656934306569		necros	16776960
291.0440251572327	768.8364779874214		neopla	16711680
953.0196078431372	770.0196078431372		neopla	16711680
418.1777777777778	774.6814814814815		neopla	16711680
141.7340425531915	790.3031914893617		neopla	16711680
159.20982142857142	789.5089285714286		neopla	16711680
220.3673469387755	788.9591836734694		neopla	16711680
737.016393442623	789.4918032786885		necros	16776960
104.73333333333333	795.6333333333333		neopla	16711680
7.93	803.27		neopla	16711680
239.9090909090909	803.0		nolabe	0
1079.9097744360902	813.2330827067669		neopla	16711680
116.02631578947368	812.3333333333334		neopla	16711680
452.83248730964465	818.0253807106599		neopla	16711680
489.2739726027397	822.5479452054794		neopla	16711680
907.5679012345679	825.7037037037037		neopla	16711680
257.5132743362832	827.1504424778761		neopla	16711680
771.3967391304348	830.179347826087		necros	16776960
1025.2549019607843	829.3921568627451		neopla	16711680
1076.9242424242425	830.8181818181819		necros	16776960
162.58474576271186	841.0932203389831		neopla	16711680
326.5240174672489	844.0742358078603		necros	16776960
135.24817518248176	844.3284671532847		neopla	16711680
306.96610169491527	845.3898305084746		nolabe	0
72.98630136986301	850.054794520548		neopla	16711680
116.73333333333333	854.3666666666667		nolabe	0
381.2867132867133	861.5384615384615		nolabe	0
89.69565217391305	864.8695652173913		nolabe	0
418.13829787234044	866.6914893617021		neopla	16711680
900.7708333333334	865.7291666666666		nolabe	0
525.1902173913044	872.9076086956521		neopla	16711680
481.9627906976744	878.3813953488373		neopla	16711680
1009.3894736842105	884.8		necros	16776960
93.41095890410959	884.068493150685		nolabe	0
357.4267515923567	890.9617834394904		necros	16776960
1028.8985507246377	890.1884057971015		inflam	65280
804.1574074074074	890.6111111111111		necros	16776960
136.34306569343065	893.7956204379562		neopla	16711680
19.019390581717452	897.5595567867036		connec	255
1008.8062015503876	895.7751937984497		necros	16776960
305.32142857142856	893.0714285714286		neopla	16711680
695.08	901.68		neopla	16711680
1049.864406779661	903.1271186440678		neopla	16711680
373.39442231075697	917.8366533864541		inflam	65280
99.15454545454546	927.6545454545454		neopla	16711680
146.8235294117647	932.2794117647059		necros	16776960
351.5885714285714	933.9828571428571		neopla	16711680
1033.313725490196	935.5294117647059		nolabe	0
